"date","age_group","age_low","age_up","region","n_positive","total_samples","assay"
"2020-11-18","15_64",15,64,"north_west",0,4,"euro_immun"
"2020-11-19","15_64",15,64,"north_west",23,229,"euro_immun"
"2020-11-25","15_64",15,64,"north_west",31,226,"euro_immun"
"2020-12-03","15_64",15,64,"north_west",21,208,"euro_immun"
"2020-12-11","15_64",15,64,"north_west",24,189,"euro_immun"
"2020-12-17","15_64",15,64,"north_west",31,221,"euro_immun"
"2020-12-30","15_64",15,64,"north_west",25,221,"euro_immun"
"2021-01-03","15_64",15,64,"north_west",0,1,"euro_immun"
"2021-01-08","15_64",15,64,"north_west",25,207,"euro_immun"
"2021-01-14","15_64",15,64,"north_west",0,3,"euro_immun"
"2021-01-15","15_64",15,64,"north_west",17,231,"euro_immun"
"2021-01-22","15_64",15,64,"north_west",27,202,"euro_immun"
"2021-01-29","15_64",15,64,"north_west",46,224,"euro_immun"
"2021-02-04","15_64",15,64,"north_west",41,214,"euro_immun"
"2021-02-11","15_64",15,64,"north_west",52,211,"euro_immun"
"2021-02-19","15_64",15,64,"north_west",53,220,"euro_immun"
"2020-03-26","15_64",15,64,"south_east",0,3,"euro_immun"
"2020-03-27","15_64",15,64,"south_east",0,10,"euro_immun"
"2020-04-02","15_64",15,64,"south_east",0,2,"euro_immun"
"2020-04-03","15_64",15,64,"south_east",0,6,"euro_immun"
"2020-04-09","15_64",15,64,"south_east",0,4,"euro_immun"
"2020-04-10","15_64",15,64,"south_east",0,4,"euro_immun"
"2020-04-11","15_64",15,64,"south_east",0,2,"euro_immun"
"2020-04-13","15_64",15,64,"south_east",0,6,"euro_immun"
"2020-04-23","15_64",15,64,"south_east",0,1,"euro_immun"
"2020-04-24","15_64",15,64,"south_east",3,18,"euro_immun"
"2020-04-25","15_64",15,64,"south_east",0,1,"euro_immun"
"2020-04-26","15_64",15,64,"south_east",0,1,"euro_immun"
"2020-04-30","15_64",15,64,"south_east",39,784,"euro_immun"
"2020-05-01","15_64",15,64,"south_east",1,38,"euro_immun"
"2020-05-07","15_64",15,64,"south_east",0,2,"euro_immun"
"2020-05-14","15_64",15,64,"south_east",0,1,"euro_immun"
"2020-05-15","15_64",15,64,"south_east",0,10,"euro_immun"
"2020-05-21","15_64",15,64,"south_east",2,13,"euro_immun"
"2020-05-22","15_64",15,64,"south_east",7,54,"euro_immun"
"2020-05-28","15_64",15,64,"south_east",8,231,"euro_immun"
"2020-05-29","15_64",15,64,"south_east",24,474,"euro_immun"
"2020-06-05","15_64",15,64,"south_east",9,103,"euro_immun"
"2020-06-07","15_64",15,64,"south_east",1,5,"euro_immun"
"2020-06-08","15_64",15,64,"south_east",1,23,"euro_immun"
"2020-06-11","15_64",15,64,"south_east",0,1,"euro_immun"
"2020-06-14","15_64",15,64,"south_east",0,1,"euro_immun"
"2020-06-15","15_64",15,64,"south_east",0,1,"euro_immun"
"2020-06-19","15_64",15,64,"south_east",6,104,"euro_immun"
"2020-06-22","15_64",15,64,"south_east",0,20,"euro_immun"
"2020-06-26","15_64",15,64,"south_east",21,403,"euro_immun"
"2020-06-29","15_64",15,64,"south_east",18,406,"euro_immun"
"2020-07-03","15_64",15,64,"south_east",1,38,"euro_immun"
"2020-07-04","15_64",15,64,"south_east",0,2,"euro_immun"
"2020-07-05","15_64",15,64,"south_east",0,2,"euro_immun"
"2020-07-06","15_64",15,64,"south_east",0,14,"euro_immun"
"2020-07-10","15_64",15,64,"south_east",0,2,"euro_immun"
"2020-07-13","15_64",15,64,"south_east",4,66,"euro_immun"
"2020-07-17","15_64",15,64,"south_east",3,32,"euro_immun"
"2020-07-19","15_64",15,64,"south_east",0,43,"euro_immun"
"2020-07-20","15_64",15,64,"south_east",1,15,"euro_immun"
"2020-07-24","15_64",15,64,"south_east",30,800,"euro_immun"
"2020-07-26","15_64",15,64,"south_east",0,1,"euro_immun"
"2020-07-27","15_64",15,64,"south_east",1,2,"euro_immun"
"2020-07-30","15_64",15,64,"south_east",0,5,"euro_immun"
"2020-07-31","15_64",15,64,"south_east",2,52,"euro_immun"
"2020-08-02","15_64",15,64,"south_east",1,2,"euro_immun"
"2020-08-06","15_64",15,64,"south_east",0,35,"euro_immun"
"2020-08-07","15_64",15,64,"south_east",1,10,"euro_immun"
"2020-08-13","15_64",15,64,"south_east",1,5,"euro_immun"
"2020-08-14","15_64",15,64,"south_east",2,20,"euro_immun"
"2020-08-16","15_64",15,64,"south_east",0,1,"euro_immun"
"2020-08-19","15_64",15,64,"south_east",25,667,"euro_immun"
"2020-08-21","15_64",15,64,"south_east",4,86,"euro_immun"
"2020-08-27","15_64",15,64,"south_east",1,17,"euro_immun"
"2020-08-28","15_64",15,64,"south_east",0,14,"euro_immun"
"2020-09-03","15_64",15,64,"south_east",1,4,"euro_immun"
"2020-09-05","15_64",15,64,"south_east",1,1,"euro_immun"
"2020-09-06","15_64",15,64,"south_east",0,12,"euro_immun"
"2020-09-09","15_64",15,64,"south_east",0,3,"euro_immun"
"2020-09-11","15_64",15,64,"south_east",4,15,"euro_immun"
"2020-09-12","15_64",15,64,"south_east",1,1,"euro_immun"
"2020-09-13","15_64",15,64,"south_east",0,4,"euro_immun"
"2020-09-16","15_64",15,64,"south_east",0,2,"euro_immun"
"2020-09-18","15_64",15,64,"south_east",25,638,"euro_immun"
"2020-09-25","15_64",15,64,"south_east",0,24,"euro_immun"
"2020-09-27","15_64",15,64,"south_east",0,2,"euro_immun"
"2020-09-28","15_64",15,64,"south_east",0,3,"euro_immun"
"2020-10-02","15_64",15,64,"south_east",1,3,"euro_immun"
"2020-10-03","15_64",15,64,"south_east",0,1,"euro_immun"
"2020-10-07","15_64",15,64,"south_east",0,20,"euro_immun"
"2020-10-08","15_64",15,64,"south_east",0,6,"euro_immun"
"2020-10-09","15_64",15,64,"south_east",2,42,"euro_immun"
"2020-10-10","15_64",15,64,"south_east",0,2,"euro_immun"
"2020-10-11","15_64",15,64,"south_east",0,1,"euro_immun"
"2020-10-14","15_64",15,64,"south_east",25,635,"euro_immun"
"2020-10-15","15_64",15,64,"south_east",8,107,"euro_immun"
"2020-10-21","15_64",15,64,"south_east",1,4,"euro_immun"
"2020-10-22","15_64",15,64,"south_east",1,15,"euro_immun"
"2020-10-23","15_64",15,64,"south_east",0,10,"euro_immun"
"2020-10-29","15_64",15,64,"south_east",11,221,"euro_immun"
"2020-11-01","15_64",15,64,"south_east",1,36,"euro_immun"
"2020-11-02","15_64",15,64,"south_east",0,1,"euro_immun"
"2020-11-06","15_64",15,64,"south_east",3,60,"euro_immun"
"2020-11-07","15_64",15,64,"south_east",2,28,"euro_immun"
"2020-11-08","15_64",15,64,"south_east",0,2,"euro_immun"
"2020-11-09","15_64",15,64,"south_east",6,215,"euro_immun"
"2020-11-13","15_64",15,64,"south_east",13,230,"euro_immun"
"2020-11-15","15_64",15,64,"south_east",0,4,"euro_immun"
"2020-11-16","15_64",15,64,"south_east",0,3,"euro_immun"
"2020-11-20","15_64",15,64,"south_east",11,200,"euro_immun"
"2020-11-22","15_64",15,64,"south_east",7,13,"euro_immun"
"2020-11-23","15_64",15,64,"south_east",2,40,"euro_immun"
"2020-11-27","15_64",15,64,"south_east",0,9,"euro_immun"
"2020-11-28","15_64",15,64,"south_east",1,85,"euro_immun"
"2020-11-29","15_64",15,64,"south_east",6,98,"euro_immun"
"2020-11-30","15_64",15,64,"south_east",3,56,"euro_immun"
"2020-12-04","15_64",15,64,"south_east",1,39,"euro_immun"
"2020-12-06","15_64",15,64,"south_east",11,236,"euro_immun"
"2020-12-11","15_64",15,64,"south_east",10,241,"euro_immun"
"2020-12-12","15_64",15,64,"south_east",1,3,"euro_immun"
"2020-12-13","15_64",15,64,"south_east",1,3,"euro_immun"
"2020-12-14","15_64",15,64,"south_east",0,1,"euro_immun"
"2020-12-18","15_64",15,64,"south_east",9,230,"euro_immun"
"2020-12-20","15_64",15,64,"south_east",0,5,"euro_immun"
"2020-12-31","15_64",15,64,"south_east",1,9,"euro_immun"
"2021-01-04","15_64",15,64,"south_east",13,226,"euro_immun"
"2021-01-08","15_64",15,64,"south_east",0,16,"euro_immun"
"2021-01-09","15_64",15,64,"south_east",10,120,"euro_immun"
"2021-01-10","15_64",15,64,"south_east",10,123,"euro_immun"
"2021-01-11","15_64",15,64,"south_east",0,1,"euro_immun"
"2021-01-15","15_64",15,64,"south_east",20,251,"euro_immun"
"2021-01-16","15_64",15,64,"south_east",0,5,"euro_immun"
"2021-01-17","15_64",15,64,"south_east",0,2,"euro_immun"
"2021-01-22","15_64",15,64,"south_east",26,231,"euro_immun"
"2021-01-24","15_64",15,64,"south_east",4,12,"euro_immun"
"2021-01-25","15_64",15,64,"south_east",0,42,"euro_immun"
"2021-01-31","15_64",15,64,"south_east",3,16,"euro_immun"
"2021-02-01","15_64",15,64,"south_east",46,226,"euro_immun"
"2021-02-05","15_64",15,64,"south_east",39,229,"euro_immun"
"2021-02-07","15_64",15,64,"south_east",0,3,"euro_immun"
"2021-02-08","15_64",15,64,"south_east",7,45,"euro_immun"
"2021-02-12","15_64",15,64,"south_east",45,257,"euro_immun"
"2021-02-13","15_64",15,64,"south_east",1,4,"euro_immun"
"2021-02-14","15_64",15,64,"south_east",2,10,"euro_immun"
"2021-02-19","15_64",15,64,"south_east",59,246,"euro_immun"
"2021-02-21","15_64",15,64,"south_east",6,12,"euro_immun"
"2020-04-02","15_64",15,64,"south_west",1,22,"euro_immun"
"2020-04-03","15_64",15,64,"south_west",0,18,"euro_immun"
"2020-04-23","15_64",15,64,"south_west",1,10,"euro_immun"
"2020-04-24","15_64",15,64,"south_west",23,580,"euro_immun"
"2020-04-25","15_64",15,64,"south_west",2,56,"euro_immun"
"2020-04-26","15_64",15,64,"south_west",14,189,"euro_immun"
"2020-04-30","15_64",15,64,"south_west",5,86,"euro_immun"
"2020-05-14","15_64",15,64,"south_west",1,47,"euro_immun"
"2020-05-15","15_64",15,64,"south_west",2,20,"euro_immun"
"2020-05-21","15_64",15,64,"south_west",21,423,"euro_immun"
"2020-05-22","15_64",15,64,"south_west",15,514,"euro_immun"
"2020-05-29","15_64",15,64,"south_west",0,7,"euro_immun"
"2020-06-11","15_64",15,64,"south_west",0,28,"euro_immun"
"2020-06-15","15_64",15,64,"south_west",1,3,"euro_immun"
"2020-06-16","15_64",15,64,"south_west",0,7,"euro_immun"
"2020-06-19","15_64",15,64,"south_west",15,424,"euro_immun"
"2020-06-22","15_64",15,64,"south_west",17,434,"euro_immun"
"2020-06-26","15_64",15,64,"south_west",0,13,"euro_immun"
"2020-06-29","15_64",15,64,"south_west",0,11,"euro_immun"
"2020-07-10","15_64",15,64,"south_west",0,12,"euro_immun"
"2020-07-13","15_64",15,64,"south_west",0,2,"euro_immun"
"2020-07-17","15_64",15,64,"south_west",14,702,"euro_immun"
"2020-07-20","15_64",15,64,"south_west",11,202,"euro_immun"
"2020-07-24","15_64",15,64,"south_west",1,8,"euro_immun"
"2020-08-06","15_64",15,64,"south_west",0,22,"euro_immun"
"2020-08-13","15_64",15,64,"south_west",16,523,"euro_immun"
"2020-08-14","15_64",15,64,"south_west",13,341,"euro_immun"
"2020-08-19","15_64",15,64,"south_west",3,74,"euro_immun"
"2020-08-21","15_64",15,64,"south_west",0,1,"euro_immun"
"2020-09-03","15_64",15,64,"south_west",0,15,"euro_immun"
"2020-09-09","15_64",15,64,"south_west",20,572,"euro_immun"
"2020-09-11","15_64",15,64,"south_west",11,283,"euro_immun"
"2020-09-18","15_64",15,64,"south_west",1,70,"euro_immun"
"2020-10-02","15_64",15,64,"south_west",3,19,"euro_immun"
"2020-10-03","15_64",15,64,"south_west",0,3,"euro_immun"
"2020-10-09","15_64",15,64,"south_west",22,589,"euro_immun"
"2020-10-10","15_64",15,64,"south_west",1,99,"euro_immun"
"2020-10-11","15_64",15,64,"south_west",6,161,"euro_immun"
"2020-10-14","15_64",15,64,"south_west",2,11,"euro_immun"
"2020-10-15","15_64",15,64,"south_west",0,1,"euro_immun"
"2020-10-29","15_64",15,64,"south_west",10,224,"euro_immun"
"2020-11-02","15_64",15,64,"south_west",0,1,"euro_immun"
"2020-11-06","15_64",15,64,"south_west",6,182,"euro_immun"
"2020-11-13","15_64",15,64,"south_west",6,244,"euro_immun"
"2020-11-16","15_64",15,64,"south_west",0,6,"euro_immun"
"2020-11-20","15_64",15,64,"south_west",10,192,"euro_immun"
"2020-11-23","15_64",15,64,"south_west",0,6,"euro_immun"
"2020-11-27","15_64",15,64,"south_west",7,226,"euro_immun"
"2020-11-29","15_64",15,64,"south_west",0,3,"euro_immun"
"2020-11-30","15_64",15,64,"south_west",0,1,"euro_immun"
"2020-12-04","15_64",15,64,"south_west",6,193,"euro_immun"
"2020-12-06","15_64",15,64,"south_west",0,2,"euro_immun"
"2020-12-07","15_64",15,64,"south_west",1,14,"euro_immun"
"2020-12-11","15_64",15,64,"south_west",7,227,"euro_immun"
"2020-12-18","15_64",15,64,"south_west",12,226,"euro_immun"
"2020-12-31","15_64",15,64,"south_west",14,212,"euro_immun"
"2021-01-03","15_64",15,64,"south_west",1,1,"euro_immun"
"2021-01-08","15_64",15,64,"south_west",13,228,"euro_immun"
"2021-01-09","15_64",15,64,"south_west",0,7,"euro_immun"
"2021-01-15","15_64",15,64,"south_west",10,211,"euro_immun"
"2021-01-18","15_64",15,64,"south_west",1,1,"euro_immun"
"2021-01-22","15_64",15,64,"south_west",20,226,"euro_immun"
"2021-01-25","15_64",15,64,"south_west",1,1,"euro_immun"
"2021-02-01","15_64",15,64,"south_west",49,281,"euro_immun"
"2021-02-05","15_64",15,64,"south_west",37,241,"euro_immun"
"2021-02-12","15_64",15,64,"south_west",39,226,"euro_immun"
"2021-02-19","15_64",15,64,"south_west",36,184,"euro_immun"
"2021-02-22","15_64",15,64,"south_west",0,2,"euro_immun"
"2020-04-12","15_64",15,64,"london",0,3,"roche_n"
"2020-11-28","15_64",15,64,"london",2,33,"roche_n"
"2020-11-29","15_64",15,64,"london",35,268,"roche_n"
"2020-12-04","15_64",15,64,"london",0,5,"roche_n"
"2020-12-06","15_64",15,64,"london",43,237,"roche_n"
"2020-12-12","15_64",15,64,"london",40,261,"roche_n"
"2020-12-14","15_64",15,64,"london",6,18,"roche_n"
"2020-12-18","15_64",15,64,"london",1,20,"roche_n"
"2020-12-20","15_64",15,64,"london",51,258,"roche_n"
"2020-12-31","15_64",15,64,"london",40,222,"roche_n"
"2021-01-04","15_64",15,64,"london",0,6,"roche_n"
"2021-01-09","15_64",15,64,"london",0,3,"roche_n"
"2021-01-10","15_64",15,64,"london",52,275,"roche_n"
"2021-01-11","15_64",15,64,"london",0,1,"roche_n"
"2021-01-15","15_64",15,64,"london",0,3,"roche_n"
"2021-01-17","15_64",15,64,"london",36,194,"roche_n"
"2021-01-24","15_64",15,64,"london",69,254,"roche_n"
"2021-01-31","15_64",15,64,"london",73,310,"roche_n"
"2021-02-06","15_64",15,64,"london",0,3,"roche_n"
"2021-02-07","15_64",15,64,"london",77,271,"roche_n"
"2021-02-13","15_64",15,64,"london",2,4,"roche_n"
"2021-02-14","15_64",15,64,"london",59,273,"roche_n"
"2021-02-21","15_64",15,64,"london",65,254,"roche_n"
"2021-02-22","15_64",15,64,"london",7,17,"roche_n"
"2021-02-26","15_64",15,64,"london",0,11,"roche_n"
"2021-02-28","15_64",15,64,"london",56,284,"roche_n"
"2021-03-07","15_64",15,64,"london",48,203,"roche_n"
"2021-03-14","15_64",15,64,"london",59,273,"roche_n"
"2021-03-21","15_64",15,64,"london",77,254,"roche_n"
"2021-03-26","15_64",15,64,"london",2,2,"roche_n"
"2021-03-27","15_64",15,64,"london",54,251,"roche_n"
"2021-03-30","15_64",15,64,"london",59,222,"roche_n"
"2021-03-31","15_64",15,64,"london",0,1,"roche_n"
"2021-04-09","15_64",15,64,"london",84,240,"roche_n"
"2021-04-18","15_64",15,64,"london",70,259,"roche_n"
"2021-04-25","15_64",15,64,"london",46,228,"roche_n"
"2021-05-02","15_64",15,64,"london",41,207,"roche_n"
"2021-05-06","15_64",15,64,"london",0,1,"roche_n"
"2021-05-09","15_64",15,64,"london",50,258,"roche_n"
"2021-05-16","15_64",15,64,"london",54,279,"roche_n"
"2021-05-23","15_64",15,64,"london",70,262,"roche_n"
"2021-05-30","15_64",15,64,"london",60,244,"roche_n"
"2021-06-06","15_64",15,64,"london",63,266,"roche_n"
"2021-06-13","15_64",15,64,"london",89,257,"roche_n"
"2021-06-14","15_64",15,64,"london",1,6,"roche_n"
"2021-06-18","15_64",15,64,"london",5,24,"roche_n"
"2021-06-20","15_64",15,64,"london",75,255,"roche_n"
"2021-06-27","15_64",15,64,"london",38,138,"roche_n"
"2021-06-28","15_64",15,64,"london",32,121,"roche_n"
"2021-07-05","15_64",15,64,"london",69,221,"roche_n"
"2021-07-11","15_64",15,64,"london",55,242,"roche_n"
"2021-07-19","15_64",15,64,"london",52,220,"roche_n"
"2021-07-22","15_64",15,64,"london",3,15,"roche_n"
"2021-07-23","15_64",15,64,"london",0,1,"roche_n"
"2021-07-26","15_64",15,64,"london",64,211,"roche_n"
"2021-07-30","15_64",15,64,"london",55,197,"roche_n"
"2021-08-04","15_64",15,64,"london",71,252,"roche_n"
"2021-08-13","15_64",15,64,"london",4,16,"roche_n"
"2021-08-16","15_64",15,64,"london",76,253,"roche_n"
"2021-08-18","15_64",15,64,"london",49,180,"roche_n"
"2021-08-29","15_64",15,64,"london",39,117,"roche_n"
"2021-08-30","15_64",15,64,"london",29,115,"roche_n"
"2021-09-03","15_64",15,64,"london",1,2,"roche_n"
"2021-09-05","15_64",15,64,"london",27,128,"roche_n"
"2021-09-06","15_64",15,64,"london",18,79,"roche_n"
"2021-09-10","15_64",15,64,"london",32,119,"roche_n"
"2021-09-13","15_64",15,64,"london",32,121,"roche_n"
"2021-09-20","15_64",15,64,"london",0,1,"roche_n"
"2021-09-21","15_64",15,64,"london",70,235,"roche_n"
"2021-09-27","15_64",15,64,"london",66,239,"roche_n"
"2021-10-01","15_64",15,64,"london",67,226,"roche_n"
"2021-10-08","15_64",15,64,"london",47,177,"roche_n"
"2021-10-15","15_64",15,64,"london",75,237,"roche_n"
"2021-10-17","15_64",15,64,"london",2,4,"roche_n"
"2021-10-19","15_64",15,64,"london",0,2,"roche_n"
"2021-10-24","15_64",15,64,"london",36,119,"roche_n"
"2021-10-26","15_64",15,64,"london",33,112,"roche_n"
"2021-10-27","15_64",15,64,"london",36,123,"roche_n"
"2021-10-29","15_64",15,64,"london",25,77,"roche_n"
"2021-11-03","15_64",15,64,"london",5,10,"roche_n"
"2021-11-07","15_64",15,64,"london",97,231,"roche_n"
"2021-11-11","15_64",15,64,"london",80,239,"roche_n"
"2021-11-16","15_64",15,64,"london",39,115,"roche_n"
"2021-11-18","15_64",15,64,"london",41,127,"roche_n"
"2021-11-25","15_64",15,64,"london",0,1,"roche_n"
"2021-11-26","15_64",15,64,"london",0,5,"roche_n"
"2021-11-28","15_64",15,64,"london",74,239,"roche_n"
"2021-12-06","15_64",15,64,"london",76,215,"roche_n"
"2021-12-07","15_64",15,64,"london",1,4,"roche_n"
"2021-12-08","15_64",15,64,"london",69,231,"roche_n"
"2021-12-15","15_64",15,64,"london",33,125,"roche_n"
"2021-12-31","15_64",15,64,"london",3,4,"roche_n"
"2022-01-04","15_64",15,64,"london",89,238,"roche_n"
"2022-01-10","15_64",15,64,"london",111,259,"roche_n"
"2022-01-12","15_64",15,64,"london",103,255,"roche_n"
"2022-01-20","15_64",15,64,"london",14,42,"roche_n"
"2022-01-22","15_64",15,64,"london",64,132,"roche_n"
"2022-01-23","15_64",15,64,"london",56,123,"roche_n"
"2022-01-26","15_64",15,64,"london",0,1,"roche_n"
"2022-01-31","15_64",15,64,"london",126,246,"roche_n"
"2022-02-04","15_64",15,64,"london",116,254,"roche_n"
"2022-02-13","15_64",15,64,"london",133,241,"roche_n"
"2022-02-19","15_64",15,64,"london",117,218,"roche_n"
"2020-11-27","15_64",15,64,"east_of_england",6,175,"roche_n"
"2020-11-28","15_64",15,64,"east_of_england",1,8,"roche_n"
"2020-11-29","15_64",15,64,"east_of_england",0,3,"roche_n"
"2020-11-30","15_64",15,64,"east_of_england",0,1,"roche_n"
"2020-12-04","15_64",15,64,"east_of_england",19,251,"roche_n"
"2020-12-06","15_64",15,64,"east_of_england",4,46,"roche_n"
"2020-12-12","15_64",15,64,"east_of_england",0,3,"roche_n"
"2020-12-14","15_64",15,64,"east_of_england",13,214,"roche_n"
"2020-12-19","15_64",15,64,"east_of_england",4,99,"roche_n"
"2020-12-20","15_64",15,64,"east_of_england",9,151,"roche_n"
"2020-12-31","15_64",15,64,"east_of_england",3,13,"roche_n"
"2021-01-04","15_64",15,64,"east_of_england",18,219,"roche_n"
"2021-01-10","15_64",15,64,"east_of_england",1,6,"roche_n"
"2021-01-11","15_64",15,64,"east_of_england",27,237,"roche_n"
"2021-01-16","15_64",15,64,"east_of_england",7,126,"roche_n"
"2021-01-17","15_64",15,64,"east_of_england",17,181,"roche_n"
"2021-01-24","15_64",15,64,"east_of_england",1,4,"roche_n"
"2021-01-25","15_64",15,64,"east_of_england",14,245,"roche_n"
"2021-01-31","15_64",15,64,"east_of_england",24,187,"roche_n"
"2021-02-01","15_64",15,64,"east_of_england",1,3,"roche_n"
"2021-02-06","15_64",15,64,"east_of_england",16,130,"roche_n"
"2021-02-07","15_64",15,64,"east_of_england",18,116,"roche_n"
"2021-02-13","15_64",15,64,"east_of_england",19,125,"roche_n"
"2021-02-14","15_64",15,64,"east_of_england",17,117,"roche_n"
"2021-02-21","15_64",15,64,"east_of_england",0,2,"roche_n"
"2021-02-22","15_64",15,64,"east_of_england",22,216,"roche_n"
"2021-02-26","15_64",15,64,"east_of_england",0,6,"roche_n"
"2021-02-28","15_64",15,64,"east_of_england",36,229,"roche_n"
"2021-03-01","15_64",15,64,"east_of_england",0,1,"roche_n"
"2021-03-07","15_64",15,64,"east_of_england",11,49,"roche_n"
"2021-03-08","15_64",15,64,"east_of_england",35,236,"roche_n"
"2021-03-14","15_64",15,64,"east_of_england",1,6,"roche_n"
"2021-03-15","15_64",15,64,"east_of_england",20,233,"roche_n"
"2021-03-19","15_64",15,64,"east_of_england",0,1,"roche_n"
"2021-03-21","15_64",15,64,"east_of_england",0,6,"roche_n"
"2021-03-22","15_64",15,64,"east_of_england",19,226,"roche_n"
"2021-03-26","15_64",15,64,"east_of_england",26,238,"roche_n"
"2021-03-27","15_64",15,64,"east_of_england",1,5,"roche_n"
"2021-03-29","15_64",15,64,"east_of_england",0,8,"roche_n"
"2021-03-30","15_64",15,64,"east_of_england",1,5,"roche_n"
"2021-03-31","15_64",15,64,"east_of_england",24,176,"roche_n"
"2021-04-09","15_64",15,64,"east_of_england",27,182,"roche_n"
"2021-04-17","15_64",15,64,"east_of_england",1,27,"roche_n"
"2021-04-18","15_64",15,64,"east_of_england",1,2,"roche_n"
"2021-04-19","15_64",15,64,"east_of_england",35,222,"roche_n"
"2021-04-25","15_64",15,64,"east_of_england",1,5,"roche_n"
"2021-04-26","15_64",15,64,"east_of_england",12,125,"roche_n"
"2021-04-30","15_64",15,64,"east_of_england",0,1,"roche_n"
"2021-05-02","15_64",15,64,"east_of_england",32,177,"roche_n"
"2021-05-03","15_64",15,64,"east_of_england",11,56,"roche_n"
"2021-05-09","15_64",15,64,"east_of_england",25,131,"roche_n"
"2021-05-10","15_64",15,64,"east_of_england",22,113,"roche_n"
"2021-05-16","15_64",15,64,"east_of_england",20,110,"roche_n"
"2021-05-17","15_64",15,64,"east_of_england",13,124,"roche_n"
"2021-05-23","15_64",15,64,"east_of_england",22,119,"roche_n"
"2021-05-24","15_64",15,64,"east_of_england",11,110,"roche_n"
"2021-05-30","15_64",15,64,"east_of_england",20,137,"roche_n"
"2021-05-31","15_64",15,64,"east_of_england",15,117,"roche_n"
"2021-06-06","15_64",15,64,"east_of_england",15,109,"roche_n"
"2021-06-07","15_64",15,64,"east_of_england",17,101,"roche_n"
"2021-06-13","15_64",15,64,"east_of_england",16,103,"roche_n"
"2021-06-14","15_64",15,64,"east_of_england",8,108,"roche_n"
"2021-06-18","15_64",15,64,"east_of_england",3,20,"roche_n"
"2021-06-20","15_64",15,64,"east_of_england",18,134,"roche_n"
"2021-06-21","15_64",15,64,"east_of_england",23,105,"roche_n"
"2021-06-27","15_64",15,64,"east_of_england",28,114,"roche_n"
"2021-06-28","15_64",15,64,"east_of_england",26,125,"roche_n"
"2021-07-02","15_64",15,64,"east_of_england",17,210,"roche_n"
"2021-07-07","15_64",15,64,"east_of_england",29,208,"roche_n"
"2021-07-11","15_64",15,64,"east_of_england",1,3,"roche_n"
"2021-07-14","15_64",15,64,"east_of_england",0,1,"roche_n"
"2021-07-16","15_64",15,64,"east_of_england",33,237,"roche_n"
"2021-07-19","15_64",15,64,"east_of_england",7,22,"roche_n"
"2021-07-22","15_64",15,64,"east_of_england",24,193,"roche_n"
"2021-07-26","15_64",15,64,"east_of_england",13,42,"roche_n"
"2021-07-30","15_64",15,64,"east_of_england",28,245,"roche_n"
"2021-08-04","15_64",15,64,"east_of_england",1,3,"roche_n"
"2021-08-06","15_64",15,64,"east_of_england",26,197,"roche_n"
"2021-08-16","15_64",15,64,"east_of_england",45,231,"roche_n"
"2021-08-18","15_64",15,64,"east_of_england",30,246,"roche_n"
"2021-08-27","15_64",15,64,"east_of_england",1,5,"roche_n"
"2021-08-29","15_64",15,64,"east_of_england",24,124,"roche_n"
"2021-08-30","15_64",15,64,"east_of_england",12,114,"roche_n"
"2021-09-03","15_64",15,64,"east_of_england",45,226,"roche_n"
"2021-09-06","15_64",15,64,"east_of_england",3,6,"roche_n"
"2021-09-10","15_64",15,64,"east_of_england",39,239,"roche_n"
"2021-09-20","15_64",15,64,"east_of_england",41,210,"roche_n"
"2021-09-21","15_64",15,64,"east_of_england",2,7,"roche_n"
"2021-09-27","15_64",15,64,"east_of_england",0,2,"roche_n"
"2021-09-28","15_64",15,64,"east_of_england",37,210,"roche_n"
"2021-10-01","15_64",15,64,"east_of_england",30,216,"roche_n"
"2021-10-08","15_64",15,64,"east_of_england",32,215,"roche_n"
"2021-10-15","15_64",15,64,"east_of_england",1,9,"roche_n"
"2021-10-17","15_64",15,64,"east_of_england",5,29,"roche_n"
"2021-10-18","15_64",15,64,"east_of_england",44,230,"roche_n"
"2021-10-19","15_64",15,64,"east_of_england",6,43,"roche_n"
"2021-10-20","15_64",15,64,"east_of_england",2,25,"roche_n"
"2021-10-21","15_64",15,64,"east_of_england",28,245,"roche_n"
"2021-10-24","15_64",15,64,"east_of_england",0,2,"roche_n"
"2021-10-26","15_64",15,64,"east_of_england",2,8,"roche_n"
"2021-10-27","15_64",15,64,"east_of_england",33,236,"roche_n"
"2021-10-28","15_64",15,64,"east_of_england",0,5,"roche_n"
"2021-10-29","15_64",15,64,"east_of_england",2,19,"roche_n"
"2021-11-03","15_64",15,64,"east_of_england",26,115,"roche_n"
"2021-11-05","15_64",15,64,"east_of_england",35,162,"roche_n"
"2021-11-07","15_64",15,64,"east_of_england",2,4,"roche_n"
"2021-11-08","15_64",15,64,"east_of_england",1,28,"roche_n"
"2021-11-10","15_64",15,64,"east_of_england",3,12,"roche_n"
"2021-11-11","15_64",15,64,"east_of_england",0,4,"roche_n"
"2021-11-12","15_64",15,64,"east_of_england",45,250,"roche_n"
"2021-11-16","15_64",15,64,"east_of_england",0,2,"roche_n"
"2021-11-18","15_64",15,64,"east_of_england",54,247,"roche_n"
"2021-11-26","15_64",15,64,"east_of_england",46,221,"roche_n"
"2021-11-28","15_64",15,64,"east_of_england",1,2,"roche_n"
"2021-12-06","15_64",15,64,"east_of_england",0,4,"roche_n"
"2021-12-07","15_64",15,64,"east_of_england",45,213,"roche_n"
