"","","date","region","HFR"
"1334",1334,"2020-06-13","east_of_england",0.175
"1335",1335,"2020-06-13","london",0
"1336",1336,"2020-06-13","midlands",0.290322580645161
"1337",1337,"2020-06-13","north_east_and_yorkshire",0.263157894736842
"1338",1338,"2020-06-13","north_west",0.482758620689655
"1339",1339,"2020-06-13","south_east",0.555555555555556
"1340",1340,"2020-06-13","south_west",0
"1341",1341,"2020-06-14","east_of_england",0.0967741935483871
"1342",1342,"2020-06-14","london",0
"1343",1343,"2020-06-14","midlands",0.186046511627907
"1344",1344,"2020-06-14","north_east_and_yorkshire",0.285714285714286
"1345",1345,"2020-06-14","north_west",0.378378378378378
"1346",1346,"2020-06-14","south_east",0.25
"1347",1347,"2020-06-14","south_west",0
"1348",1348,"2020-06-15","east_of_england",0.1
"1349",1349,"2020-06-15","london",0.125
"1350",1350,"2020-06-15","midlands",0.2
"1351",1351,"2020-06-15","north_east_and_yorkshire",0.176470588235294
"1352",1352,"2020-06-15","north_west",0.384615384615385
"1353",1353,"2020-06-15","south_east",0.321428571428571
"1354",1354,"2020-06-15","south_west",0
"1355",1355,"2020-06-16","east_of_england",0.173913043478261
"1356",1356,"2020-06-16","london",0.1875
"1357",1357,"2020-06-16","midlands",0.428571428571429
"1358",1358,"2020-06-16","north_east_and_yorkshire",0.21875
"1359",1359,"2020-06-16","north_west",0.294117647058824
"1360",1360,"2020-06-16","south_east",0.263157894736842
"1361",1361,"2020-06-16","south_west",0
"1362",1362,"2020-06-17","east_of_england",0.5
"1363",1363,"2020-06-17","london",0
"1364",1364,"2020-06-17","midlands",0.258064516129032
"1365",1365,"2020-06-17","north_east_and_yorkshire",0.111111111111111
"1366",1366,"2020-06-17","north_west",0.277777777777778
"1367",1367,"2020-06-17","south_east",0.142857142857143
"1368",1368,"2020-06-17","south_west",0
"1369",1369,"2020-06-18","east_of_england",0.1
"1370",1370,"2020-06-18","london",0.222222222222222
"1371",1371,"2020-06-18","midlands",0.333333333333333
"1372",1372,"2020-06-18","north_east_and_yorkshire",0.137931034482759
"1373",1373,"2020-06-18","north_west",0.285714285714286
"1374",1374,"2020-06-18","south_east",0.333333333333333
"1375",1375,"2020-06-18","south_west",0
"1376",1376,"2020-06-19","east_of_england",0.384615384615385
"1377",1377,"2020-06-19","london",0
"1378",1378,"2020-06-19","midlands",0.619047619047619
"1379",1379,"2020-06-19","north_east_and_yorkshire",0.454545454545455
"1380",1380,"2020-06-19","north_west",0.166666666666667
"1381",1381,"2020-06-19","south_east",0.25
"1382",1382,"2020-06-19","south_west",0.5
"1383",1383,"2020-06-20","east_of_england",0.4
"1384",1384,"2020-06-20","london",0.111111111111111
"1385",1385,"2020-06-20","midlands",0.208333333333333
"1386",1386,"2020-06-20","north_east_and_yorkshire",0.130434782608696
"1387",1387,"2020-06-20","north_west",0.25
"1388",1388,"2020-06-20","south_east",0.380952380952381
"1389",1389,"2020-06-20","south_west",0
"1390",1390,"2020-06-21","east_of_england",0.333333333333333
"1391",1391,"2020-06-21","london",0
"1392",1392,"2020-06-21","midlands",0.375
"1393",1393,"2020-06-21","north_east_and_yorkshire",0.411764705882353
"1394",1394,"2020-06-21","north_west",0.285714285714286
"1395",1395,"2020-06-21","south_east",0.1875
"1396",1396,"2020-06-21","south_west",0.5
"1397",1397,"2020-06-22","east_of_england",0.4
"1398",1398,"2020-06-22","london",0.222222222222222
"1399",1399,"2020-06-22","midlands",0.0833333333333333
"1400",1400,"2020-06-22","north_east_and_yorkshire",0.0666666666666667
"1401",1401,"2020-06-22","north_west",0.12
"1402",1402,"2020-06-22","south_east",0.4
"1403",1403,"2020-06-22","south_west",0
"1404",1404,"2020-06-23","east_of_england",0.25
"1405",1405,"2020-06-23","london",0.111111111111111
"1406",1406,"2020-06-23","midlands",0.222222222222222
"1407",1407,"2020-06-23","north_east_and_yorkshire",0.05
"1408",1408,"2020-06-23","north_west",0.210526315789474
"1409",1409,"2020-06-23","south_east",0.416666666666667
"1410",1410,"2020-06-23","south_west",0
"1411",1411,"2020-06-24","east_of_england",0.111111111111111
"1412",1412,"2020-06-24","london",0.0555555555555556
"1413",1413,"2020-06-24","midlands",0.260869565217391
"1414",1414,"2020-06-24","north_east_and_yorkshire",0.105263157894737
"1415",1415,"2020-06-24","north_west",0.4
"1416",1416,"2020-06-24","south_east",0.117647058823529
"1417",1417,"2020-06-24","south_west",0.4
"1418",1418,"2020-06-25","east_of_england",0.25
"1419",1419,"2020-06-25","london",0.0588235294117647
"1420",1420,"2020-06-25","midlands",0.6
"1421",1421,"2020-06-25","north_east_and_yorkshire",0.277777777777778
"1422",1422,"2020-06-25","north_west",0.222222222222222
"1423",1423,"2020-06-25","south_east",0.0714285714285714
"1424",1424,"2020-06-25","south_west",0
"1425",1425,"2020-06-26","east_of_england",0.4
"1426",1426,"2020-06-26","london",0
"1427",1427,"2020-06-26","midlands",0.107142857142857
"1428",1428,"2020-06-26","north_east_and_yorkshire",0.15
"1429",1429,"2020-06-26","north_west",0.333333333333333
"1430",1430,"2020-06-26","south_east",0.666666666666667
"1431",1431,"2020-06-26","south_west",0.5
"1432",1432,"2020-06-27","east_of_england",1
"1433",1433,"2020-06-27","london",0.166666666666667
"1434",1434,"2020-06-27","midlands",0.176470588235294
"1435",1435,"2020-06-27","north_east_and_yorkshire",0.142857142857143
"1436",1436,"2020-06-27","north_west",0.19047619047619
"1437",1437,"2020-06-27","south_east",0.538461538461538
"1438",1438,"2020-06-27","south_west",0
"1439",1439,"2020-06-28","east_of_england",0.3
"1440",1440,"2020-06-28","london",0
"1441",1441,"2020-06-28","midlands",0.125
"1442",1442,"2020-06-28","north_east_and_yorkshire",0.153846153846154
"1443",1443,"2020-06-28","north_west",0.1
"1444",1444,"2020-06-28","south_east",0.3125
"1445",1445,"2020-06-28","south_west",0
"1446",1446,"2020-06-29","east_of_england",0.375
"1447",1447,"2020-06-29","london",0
"1448",1448,"2020-06-29","midlands",0.2
"1449",1449,"2020-06-29","north_east_and_yorkshire",0.307692307692308
"1450",1450,"2020-06-29","north_west",0.181818181818182
"1451",1451,"2020-06-29","south_east",0.15
"1452",1452,"2020-06-29","south_west",0
"1453",1453,"2020-06-30","east_of_england",0.285714285714286
"1454",1454,"2020-06-30","london",0.111111111111111
"1455",1455,"2020-06-30","midlands",0.230769230769231
"1456",1456,"2020-06-30","north_east_and_yorkshire",0.1
"1457",1457,"2020-06-30","north_west",0.133333333333333
"1458",1458,"2020-06-30","south_east",0.533333333333333
"1459",1459,"2020-06-30","south_west",0
"1460",1460,"2020-07-01","east_of_england",0.214285714285714
"1461",1461,"2020-07-01","london",0.0909090909090909
"1462",1462,"2020-07-01","midlands",0.1
"1463",1463,"2020-07-01","north_east_and_yorkshire",0.153846153846154
"1464",1464,"2020-07-01","north_west",0.0555555555555556
"1465",1465,"2020-07-01","south_east",0.222222222222222
"1466",1466,"2020-07-01","south_west",0
"1467",1467,"2020-07-02","east_of_england",0.25
"1468",1468,"2020-07-02","london",0
"1469",1469,"2020-07-02","midlands",0.0625
"1470",1470,"2020-07-02","north_east_and_yorkshire",0.0833333333333333
"1471",1471,"2020-07-02","north_west",0.25
"1472",1472,"2020-07-02","south_east",0.6
"1473",1473,"2020-07-02","south_west",0
"1474",1474,"2020-07-03","east_of_england",0.0769230769230769
"1475",1475,"2020-07-03","london",0.4
"1476",1476,"2020-07-03","midlands",0.571428571428571
"1477",1477,"2020-07-03","north_east_and_yorkshire",0.153846153846154
"1478",1478,"2020-07-03","north_west",0.384615384615385
"1479",1479,"2020-07-03","south_east",0.2
"1480",1480,"2020-07-03","south_west",0
"1481",1481,"2020-07-04","east_of_england",0.142857142857143
"1482",1482,"2020-07-04","london",0.166666666666667
"1483",1483,"2020-07-04","midlands",0.111111111111111
"1484",1484,"2020-07-04","north_east_and_yorkshire",0.111111111111111
"1485",1485,"2020-07-04","north_west",0.25
"1486",1486,"2020-07-04","south_east",0.230769230769231
"1487",1487,"2020-07-04","south_west",0
"1488",1488,"2020-07-05","east_of_england",0.375
"1489",1489,"2020-07-05","london",0.75
"1490",1490,"2020-07-05","midlands",0.25
"1491",1491,"2020-07-05","north_east_and_yorkshire",0.111111111111111
"1492",1492,"2020-07-05","north_west",0.173913043478261
"1493",1493,"2020-07-05","south_east",0.4
"1494",1494,"2020-07-05","south_west",0
"1495",1495,"2020-07-06","east_of_england",0.285714285714286
"1496",1496,"2020-07-06","london",0
"1497",1497,"2020-07-06","midlands",0.166666666666667
"1498",1498,"2020-07-06","north_east_and_yorkshire",0.0666666666666667
"1499",1499,"2020-07-06","north_west",0.0909090909090909
"1500",1500,"2020-07-06","south_east",0.230769230769231
"1501",1501,"2020-07-06","south_west",1
"1502",1502,"2020-07-07","east_of_england",0
"1503",1503,"2020-07-07","london",0.2
"1504",1504,"2020-07-07","midlands",0.0769230769230769
"1505",1505,"2020-07-07","north_east_and_yorkshire",0.25
"1506",1506,"2020-07-07","north_west",0.2
"1507",1507,"2020-07-07","south_east",0.142857142857143
"1508",1508,"2020-07-07","south_west",0
"1509",1509,"2020-07-08","east_of_england",0.4
"1510",1510,"2020-07-08","london",0
"1511",1511,"2020-07-08","midlands",0.25
"1512",1512,"2020-07-08","north_east_and_yorkshire",0.375
"1513",1513,"2020-07-08","north_west",0.111111111111111
"1514",1514,"2020-07-08","south_east",0.416666666666667
"1515",1515,"2020-07-08","south_west",0
"1516",1516,"2020-07-09","east_of_england",0.333333333333333
"1517",1517,"2020-07-09","london",0.25
"1518",1518,"2020-07-09","midlands",0.0769230769230769
"1519",1519,"2020-07-09","north_east_and_yorkshire",0.2
"1520",1520,"2020-07-09","north_west",0.142857142857143
"1521",1521,"2020-07-09","south_east",0.428571428571429
"1522",1522,"2020-07-09","south_west",0
"1523",1523,"2020-07-10","east_of_england",0.2
"1524",1524,"2020-07-10","london",1
"1525",1525,"2020-07-10","midlands",0.0909090909090909
"1526",1526,"2020-07-10","north_east_and_yorkshire",0.25
"1527",1527,"2020-07-10","north_west",0.2
"1528",1528,"2020-07-10","south_east",0.111111111111111
"1529",1529,"2020-07-10","south_west",0
"1530",1530,"2020-07-11","east_of_england",0
"1531",1531,"2020-07-11","london",0.125
"1532",1532,"2020-07-11","midlands",0
"1533",1533,"2020-07-11","north_east_and_yorkshire",0
"1534",1534,"2020-07-11","north_west",0.666666666666667
"1535",1535,"2020-07-11","south_east",0.444444444444444
"1536",1536,"2020-07-11","south_west",NA
"1537",1537,"2020-07-12","east_of_england",0.25
"1538",1538,"2020-07-12","london",0
"1539",1539,"2020-07-12","midlands",0.333333333333333
"1540",1540,"2020-07-12","north_east_and_yorkshire",0
"1541",1541,"2020-07-12","north_west",0.25
"1542",1542,"2020-07-12","south_east",0.357142857142857
"1543",1543,"2020-07-12","south_west",0
"1544",1544,"2020-07-13","east_of_england",0
"1545",1545,"2020-07-13","london",0
"1546",1546,"2020-07-13","midlands",0.3
"1547",1547,"2020-07-13","north_east_and_yorkshire",0.0909090909090909
"1548",1548,"2020-07-13","north_west",0.357142857142857
"1549",1549,"2020-07-13","south_east",0.571428571428571
"1550",1550,"2020-07-13","south_west",NA
"1551",1551,"2020-07-14","east_of_england",0.2
"1552",1552,"2020-07-14","london",0
"1553",1553,"2020-07-14","midlands",0.5
"1554",1554,"2020-07-14","north_east_and_yorkshire",0.125
"1555",1555,"2020-07-14","north_west",0.5
"1556",1556,"2020-07-14","south_east",0.125
"1557",1557,"2020-07-14","south_west",0.333333333333333
"1558",1558,"2020-07-15","east_of_england",0
"1559",1559,"2020-07-15","london",0.142857142857143
"1560",1560,"2020-07-15","midlands",0.307692307692308
"1561",1561,"2020-07-15","north_east_and_yorkshire",0.0909090909090909
"1562",1562,"2020-07-15","north_west",0.25
"1563",1563,"2020-07-15","south_east",0.0769230769230769
"1564",1564,"2020-07-15","south_west",NA
"1565",1565,"2020-07-16","east_of_england",0
"1566",1566,"2020-07-16","london",0
"1567",1567,"2020-07-16","midlands",0
"1568",1568,"2020-07-16","north_east_and_yorkshire",0.4
"1569",1569,"2020-07-16","north_west",0.166666666666667
"1570",1570,"2020-07-16","south_east",0
"1571",1571,"2020-07-16","south_west",0
"1572",1572,"2020-07-17","east_of_england",0
"1573",1573,"2020-07-17","london",0.125
"1574",1574,"2020-07-17","midlands",0
"1575",1575,"2020-07-17","north_east_and_yorkshire",0.4
"1576",1576,"2020-07-17","north_west",0.25
"1577",1577,"2020-07-17","south_east",0.111111111111111
"1578",1578,"2020-07-17","south_west",NA
"1579",1579,"2020-07-18","east_of_england",0
"1580",1580,"2020-07-18","london",0
"1581",1581,"2020-07-18","midlands",0.25
"1582",1582,"2020-07-18","north_east_and_yorkshire",0
"1583",1583,"2020-07-18","north_west",0.166666666666667
"1584",1584,"2020-07-18","south_east",0.285714285714286
"1585",1585,"2020-07-18","south_west",0
"1586",1586,"2020-07-19","east_of_england",0.166666666666667
"1587",1587,"2020-07-19","london",0
"1588",1588,"2020-07-19","midlands",0
"1589",1589,"2020-07-19","north_east_and_yorkshire",0.5
"1590",1590,"2020-07-19","north_west",0
"1591",1591,"2020-07-19","south_east",0.142857142857143
"1592",1592,"2020-07-19","south_west",0
"1593",1593,"2020-07-20","east_of_england",0.0909090909090909
"1594",1594,"2020-07-20","london",0
"1595",1595,"2020-07-20","midlands",0.285714285714286
"1596",1596,"2020-07-20","north_east_and_yorkshire",0.2
"1597",1597,"2020-07-20","north_west",0.272727272727273
"1598",1598,"2020-07-20","south_east",0
"1599",1599,"2020-07-20","south_west",NA
"1600",1600,"2020-07-21","east_of_england",0.2
"1601",1601,"2020-07-21","london",0
"1602",1602,"2020-07-21","midlands",0.25
"1603",1603,"2020-07-21","north_east_and_yorkshire",0
"1604",1604,"2020-07-21","north_west",0.2
"1605",1605,"2020-07-21","south_east",1
"1606",1606,"2020-07-21","south_west",0
"1607",1607,"2020-07-22","east_of_england",0.166666666666667
"1608",1608,"2020-07-22","london",0
"1609",1609,"2020-07-22","midlands",0.142857142857143
"1610",1610,"2020-07-22","north_east_and_yorkshire",0.333333333333333
"1611",1611,"2020-07-22","north_west",0.136363636363636
"1612",1612,"2020-07-22","south_east",0.5
"1613",1613,"2020-07-22","south_west",NA
"1614",1614,"2020-07-23","east_of_england",0.222222222222222
"1615",1615,"2020-07-23","london",0
"1616",1616,"2020-07-23","midlands",0.0666666666666667
"1617",1617,"2020-07-23","north_east_and_yorkshire",0.5
"1618",1618,"2020-07-23","north_west",0
"1619",1619,"2020-07-23","south_east",0.333333333333333
"1620",1620,"2020-07-23","south_west",0
"1621",1621,"2020-07-24","east_of_england",0.333333333333333
"1622",1622,"2020-07-24","london",0
"1623",1623,"2020-07-24","midlands",0.285714285714286
"1624",1624,"2020-07-24","north_east_and_yorkshire",0
"1625",1625,"2020-07-24","north_west",0
"1626",1626,"2020-07-24","south_east",0
"1627",1627,"2020-07-24","south_west",0.333333333333333
"1628",1628,"2020-07-25","east_of_england",0
"1629",1629,"2020-07-25","london",0
"1630",1630,"2020-07-25","midlands",0
"1631",1631,"2020-07-25","north_east_and_yorkshire",0.5
"1632",1632,"2020-07-25","north_west",0.285714285714286
"1633",1633,"2020-07-25","south_east",0
"1634",1634,"2020-07-25","south_west",0
"1635",1635,"2020-07-26","east_of_england",0
"1636",1636,"2020-07-26","london",0
"1637",1637,"2020-07-26","midlands",0
"1638",1638,"2020-07-26","north_east_and_yorkshire",0.125
"1639",1639,"2020-07-26","north_west",0.166666666666667
"1640",1640,"2020-07-26","south_east",0.125
"1641",1641,"2020-07-26","south_west",0
"1642",1642,"2020-07-27","east_of_england",0
"1643",1643,"2020-07-27","london",0
"1644",1644,"2020-07-27","midlands",0
"1645",1645,"2020-07-27","north_east_and_yorkshire",0
"1646",1646,"2020-07-27","north_west",0.166666666666667
"1647",1647,"2020-07-27","south_east",0
"1648",1648,"2020-07-27","south_west",0
"1649",1649,"2020-07-28","east_of_england",0
"1650",1650,"2020-07-28","london",0
"1651",1651,"2020-07-28","midlands",0.2
"1652",1652,"2020-07-28","north_east_and_yorkshire",0.111111111111111
"1653",1653,"2020-07-28","north_west",0.210526315789474
"1654",1654,"2020-07-28","south_east",0.75
"1655",1655,"2020-07-28","south_west",0
"1656",1656,"2020-07-29","east_of_england",0
"1657",1657,"2020-07-29","london",0.142857142857143
"1658",1658,"2020-07-29","midlands",0
"1659",1659,"2020-07-29","north_east_and_yorkshire",0
"1660",1660,"2020-07-29","north_west",0.222222222222222
"1661",1661,"2020-07-29","south_east",0
"1662",1662,"2020-07-29","south_west",0
"1663",1663,"2020-07-30","east_of_england",0
"1664",1664,"2020-07-30","london",0
"1665",1665,"2020-07-30","midlands",0.1
"1666",1666,"2020-07-30","north_east_and_yorkshire",0.307692307692308
"1667",1667,"2020-07-30","north_west",0
"1668",1668,"2020-07-30","south_east",0.333333333333333
"1669",1669,"2020-07-30","south_west",0
"1670",1670,"2020-07-31","east_of_england",0.2
"1671",1671,"2020-07-31","london",0
"1672",1672,"2020-07-31","midlands",0
"1673",1673,"2020-07-31","north_east_and_yorkshire",0.25
"1674",1674,"2020-07-31","north_west",0
"1675",1675,"2020-07-31","south_east",0.2
"1676",1676,"2020-07-31","south_west",NA
"1677",1677,"2020-08-01","east_of_england",0
"1678",1678,"2020-08-01","london",0
"1679",1679,"2020-08-01","midlands",0
"1680",1680,"2020-08-01","north_east_and_yorkshire",0
"1681",1681,"2020-08-01","north_west",0.285714285714286
"1682",1682,"2020-08-01","south_east",0.5
"1683",1683,"2020-08-01","south_west",NA
"1684",1684,"2020-08-02","east_of_england",0
"1685",1685,"2020-08-02","london",0.166666666666667
"1686",1686,"2020-08-02","midlands",0.333333333333333
"1687",1687,"2020-08-02","north_east_and_yorkshire",0.285714285714286
"1688",1688,"2020-08-02","north_west",0.3125
"1689",1689,"2020-08-02","south_east",0.25
"1690",1690,"2020-08-02","south_west",0
"1691",1691,"2020-08-03","east_of_england",0
"1692",1692,"2020-08-03","london",0
"1693",1693,"2020-08-03","midlands",0
"1694",1694,"2020-08-03","north_east_and_yorkshire",0
"1695",1695,"2020-08-03","north_west",0.1
"1696",1696,"2020-08-03","south_east",0
"1697",1697,"2020-08-03","south_west",0
"1698",1698,"2020-08-04","east_of_england",0.333333333333333
"1699",1699,"2020-08-04","london",0.5
"1700",1700,"2020-08-04","midlands",0
"1701",1701,"2020-08-04","north_east_and_yorkshire",0.666666666666667
"1702",1702,"2020-08-04","north_west",0.166666666666667
"1703",1703,"2020-08-04","south_east",0
"1704",1704,"2020-08-04","south_west",0
"1705",1705,"2020-08-05","east_of_england",0.333333333333333
"1706",1706,"2020-08-05","london",0.4
"1707",1707,"2020-08-05","midlands",0
"1708",1708,"2020-08-05","north_east_and_yorkshire",0.125
"1709",1709,"2020-08-05","north_west",0.153846153846154
"1710",1710,"2020-08-05","south_east",0
"1711",1711,"2020-08-05","south_west",0
"1712",1712,"2020-08-06","east_of_england",0
"1713",1713,"2020-08-06","london",0.2
"1714",1714,"2020-08-06","midlands",0.0909090909090909
"1715",1715,"2020-08-06","north_east_and_yorkshire",0.125
"1716",1716,"2020-08-06","north_west",0
"1717",1717,"2020-08-06","south_east",0.25
"1718",1718,"2020-08-06","south_west",0
"1719",1719,"2020-08-07","east_of_england",0.125
"1720",1720,"2020-08-07","london",0.111111111111111
"1721",1721,"2020-08-07","midlands",0.153846153846154
"1722",1722,"2020-08-07","north_east_and_yorkshire",0
"1723",1723,"2020-08-07","north_west",0.25
"1724",1724,"2020-08-07","south_east",0
"1725",1725,"2020-08-07","south_west",1
"1726",1726,"2020-08-08","east_of_england",0
"1727",1727,"2020-08-08","london",0
"1728",1728,"2020-08-08","midlands",0
"1729",1729,"2020-08-08","north_east_and_yorkshire",0.222222222222222
"1730",1730,"2020-08-08","north_west",0.0714285714285714
"1731",1731,"2020-08-08","south_east",0.285714285714286
"1732",1732,"2020-08-08","south_west",0
"1733",1733,"2020-08-09","east_of_england",0.333333333333333
"1734",1734,"2020-08-09","london",0
"1735",1735,"2020-08-09","midlands",0.2
"1736",1736,"2020-08-09","north_east_and_yorkshire",0
"1737",1737,"2020-08-09","north_west",0.666666666666667
"1738",1738,"2020-08-09","south_east",NA
"1739",1739,"2020-08-09","south_west",NA
"1740",1740,"2020-08-10","east_of_england",0
"1741",1741,"2020-08-10","london",0.25
"1742",1742,"2020-08-10","midlands",0
"1743",1743,"2020-08-10","north_east_and_yorkshire",0.222222222222222
"1744",1744,"2020-08-10","north_west",0.4
"1745",1745,"2020-08-10","south_east",1
"1746",1746,"2020-08-10","south_west",0.5
"1747",1747,"2020-08-11","east_of_england",0
"1748",1748,"2020-08-11","london",0
"1749",1749,"2020-08-11","midlands",0
"1750",1750,"2020-08-11","north_east_and_yorkshire",0.142857142857143
"1751",1751,"2020-08-11","north_west",0.0769230769230769
"1752",1752,"2020-08-11","south_east",0
"1753",1753,"2020-08-11","south_west",0
"1754",1754,"2020-08-12","east_of_england",0
"1755",1755,"2020-08-12","london",0.166666666666667
"1756",1756,"2020-08-12","midlands",0
"1757",1757,"2020-08-12","north_east_and_yorkshire",0.25
"1758",1758,"2020-08-12","north_west",0.153846153846154
"1759",1759,"2020-08-12","south_east",0.333333333333333
"1760",1760,"2020-08-12","south_west",0
"1761",1761,"2020-08-13","east_of_england",0
"1762",1762,"2020-08-13","london",0
"1763",1763,"2020-08-13","midlands",0
"1764",1764,"2020-08-13","north_east_and_yorkshire",0
"1765",1765,"2020-08-13","north_west",0.0909090909090909
"1766",1766,"2020-08-13","south_east",0.5
"1767",1767,"2020-08-13","south_west",NA
"1768",1768,"2020-08-14","east_of_england",1
"1769",1769,"2020-08-14","london",0.166666666666667
"1770",1770,"2020-08-14","midlands",0
"1771",1771,"2020-08-14","north_east_and_yorkshire",0
"1772",1772,"2020-08-14","north_west",0.125
"1773",1773,"2020-08-14","south_east",1
"1774",1774,"2020-08-14","south_west",1
"1775",1775,"2020-08-15","east_of_england",0
"1776",1776,"2020-08-15","london",0
"1777",1777,"2020-08-15","midlands",0
"1778",1778,"2020-08-15","north_east_and_yorkshire",0
"1779",1779,"2020-08-15","north_west",0.333333333333333
"1780",1780,"2020-08-15","south_east",0
"1781",1781,"2020-08-15","south_west",0
"1782",1782,"2020-08-16","east_of_england",0.4
"1783",1783,"2020-08-16","london",0
"1784",1784,"2020-08-16","midlands",0.166666666666667
"1785",1785,"2020-08-16","north_east_and_yorkshire",0.25
"1786",1786,"2020-08-16","north_west",0.454545454545455
"1787",1787,"2020-08-16","south_east",0
"1788",1788,"2020-08-16","south_west",0
"1789",1789,"2020-08-17","east_of_england",0
"1790",1790,"2020-08-17","london",0
"1791",1791,"2020-08-17","midlands",0.111111111111111
"1792",1792,"2020-08-17","north_east_and_yorkshire",0
"1793",1793,"2020-08-17","north_west",0.75
"1794",1794,"2020-08-17","south_east",0
"1795",1795,"2020-08-17","south_west",0.333333333333333
"1796",1796,"2020-08-18","east_of_england",0
"1797",1797,"2020-08-18","london",0
"1798",1798,"2020-08-18","midlands",0
"1799",1799,"2020-08-18","north_east_and_yorkshire",0.166666666666667
"1800",1800,"2020-08-18","north_west",0.0909090909090909
"1801",1801,"2020-08-18","south_east",0
"1802",1802,"2020-08-18","south_west",0
"1803",1803,"2020-08-19","east_of_england",0.25
"1804",1804,"2020-08-19","london",0
"1805",1805,"2020-08-19","midlands",0
"1806",1806,"2020-08-19","north_east_and_yorkshire",0
"1807",1807,"2020-08-19","north_west",0.235294117647059
"1808",1808,"2020-08-19","south_east",0
"1809",1809,"2020-08-19","south_west",0
"1810",1810,"2020-08-20","east_of_england",0
"1811",1811,"2020-08-20","london",0
"1812",1812,"2020-08-20","midlands",0.111111111111111
"1813",1813,"2020-08-20","north_east_and_yorkshire",0.142857142857143
"1814",1814,"2020-08-20","north_west",0.25
"1815",1815,"2020-08-20","south_east",0.25
"1816",1816,"2020-08-20","south_west",0
"1817",1817,"2020-08-21","east_of_england",0
"1818",1818,"2020-08-21","london",0
"1819",1819,"2020-08-21","midlands",0.142857142857143
"1820",1820,"2020-08-21","north_east_and_yorkshire",0.285714285714286
"1821",1821,"2020-08-21","north_west",0.0909090909090909
"1822",1822,"2020-08-21","south_east",0
"1823",1823,"2020-08-21","south_west",0
"1824",1824,"2020-08-22","east_of_england",0
"1825",1825,"2020-08-22","london",0
"1826",1826,"2020-08-22","midlands",0.0833333333333333
"1827",1827,"2020-08-22","north_east_and_yorkshire",0.666666666666667
"1828",1828,"2020-08-22","north_west",0.272727272727273
"1829",1829,"2020-08-22","south_east",0
"1830",1830,"2020-08-22","south_west",0
"1831",1831,"2020-08-23","east_of_england",0
"1832",1832,"2020-08-23","london",0
"1833",1833,"2020-08-23","midlands",0.111111111111111
"1834",1834,"2020-08-23","north_east_and_yorkshire",0
"1835",1835,"2020-08-23","north_west",0.428571428571429
"1836",1836,"2020-08-23","south_east",0
"1837",1837,"2020-08-23","south_west",NA
"1838",1838,"2020-08-24","east_of_england",0.5
"1839",1839,"2020-08-24","london",0
"1840",1840,"2020-08-24","midlands",0
"1841",1841,"2020-08-24","north_east_and_yorkshire",0.428571428571429
"1842",1842,"2020-08-24","north_west",0
"1843",1843,"2020-08-24","south_east",0
"1844",1844,"2020-08-24","south_west",0
"1845",1845,"2020-08-25","east_of_england",0
"1846",1846,"2020-08-25","london",0.333333333333333
"1847",1847,"2020-08-25","midlands",0
"1848",1848,"2020-08-25","north_east_and_yorkshire",0
"1849",1849,"2020-08-25","north_west",0.230769230769231
"1850",1850,"2020-08-25","south_east",0
"1851",1851,"2020-08-25","south_west",NA
"1852",1852,"2020-08-26","east_of_england",0
"1853",1853,"2020-08-26","london",0.0909090909090909
"1854",1854,"2020-08-26","midlands",0.153846153846154
"1855",1855,"2020-08-26","north_east_and_yorkshire",0.111111111111111
"1856",1856,"2020-08-26","north_west",0
"1857",1857,"2020-08-26","south_east",0
"1858",1858,"2020-08-26","south_west",NA
"1859",1859,"2020-08-27","east_of_england",0
"1860",1860,"2020-08-27","london",0
"1861",1861,"2020-08-27","midlands",0.285714285714286
"1862",1862,"2020-08-27","north_east_and_yorkshire",0.25
"1863",1863,"2020-08-27","north_west",0.277777777777778
"1864",1864,"2020-08-27","south_east",0.428571428571429
"1865",1865,"2020-08-27","south_west",NA
"1866",1866,"2020-08-28","east_of_england",0
"1867",1867,"2020-08-28","london",0
"1868",1868,"2020-08-28","midlands",0.1
"1869",1869,"2020-08-28","north_east_and_yorkshire",0.2
"1870",1870,"2020-08-28","north_west",0.5
"1871",1871,"2020-08-28","south_east",0
"1872",1872,"2020-08-28","south_west",NA
"1873",1873,"2020-08-29","east_of_england",0
"1874",1874,"2020-08-29","london",0.166666666666667
"1875",1875,"2020-08-29","midlands",0.142857142857143
"1876",1876,"2020-08-29","north_east_and_yorkshire",0.5
"1877",1877,"2020-08-29","north_west",0.1
"1878",1878,"2020-08-29","south_east",0
"1879",1879,"2020-08-29","south_west",0
"1880",1880,"2020-08-30","east_of_england",0
"1881",1881,"2020-08-30","london",0
"1882",1882,"2020-08-30","midlands",0
"1883",1883,"2020-08-30","north_east_and_yorkshire",0.857142857142857
"1884",1884,"2020-08-30","north_west",0.1
"1885",1885,"2020-08-30","south_east",0.25
"1886",1886,"2020-08-30","south_west",0
"1887",1887,"2020-08-31","east_of_england",0.5
"1888",1888,"2020-08-31","london",0.5
"1889",1889,"2020-08-31","midlands",0.571428571428571
"1890",1890,"2020-08-31","north_east_and_yorkshire",0
"1891",1891,"2020-08-31","north_west",0.25
"1892",1892,"2020-08-31","south_east",0.333333333333333
"1893",1893,"2020-08-31","south_west",0
"1894",1894,"2020-09-01","east_of_england",0.25
"1895",1895,"2020-09-01","london",0
"1896",1896,"2020-09-01","midlands",0.25
"1897",1897,"2020-09-01","north_east_and_yorkshire",0
