"date","region","HFR","lb","ub"
"2020-03-16","east_of_england",51.0385756676558,45.7198685917377,56.333872178009
"2020-03-16","england",43.9470517448857,42.4441994468055,45.4610860760854
"2020-03-16","london",39.9220489977728,37.6809233893145,42.2061939883909
"2020-03-16","midlands",49.2086330935252,45.5063922103083,52.9195740999099
"2020-03-16","north_east_and_yorkshire",54.0284360189574,47.2918647511741,60.6209469069278
"2020-03-16","north_west",41.4322250639386,36.6559977827744,46.3751661177657
"2020-03-16","south_east",45.5238095238095,41.3118807456742,49.8007676263334
"2020-03-16","south_west",40,33.4605785668073,46.916327960738
"2020-03-23","east_of_england",49.1723466407011,46.1235831107415,52.2272787163092
"2020-03-23","england",46.349078457045,45.3698248420434,47.331156010156
"2020-03-23","london",39.2992424242424,37.6124167386091,41.0119877657672
"2020-03-23","midlands",55.3239436619718,53.0020908668804,57.622802040962
"2020-03-23","north_east_and_yorkshire",55.939524838013,52.7238865640759,59.1060871326779
"2020-03-23","north_west",45.6437933693138,42.9498570045315,48.3634579860253
"2020-03-23","south_east",44.9838187702265,42.2302185833039,47.7685026953066
"2020-03-23","south_west",40.8,36.5782390930815,45.162048771411
"2020-03-30","east_of_england",44.6837146702557,42.1728629021255,47.2219818268521
"2020-03-30","england",41.0013812154696,40.2027756324813,41.8047600933883
"2020-03-30","london",37.828418230563,36.2853716374531,39.3965096096745
"2020-03-30","midlands",42.2222222222222,40.3560430390763,44.1108758654009
"2020-03-30","north_east_and_yorkshire",46.0855080510827,43.7941652787528,48.3935141813516
"2020-03-30","north_west",38.9747762408462,37.0654229643232,40.9185370482912
"2020-03-30","south_east",42.944410507025,40.5658073169707,45.3560501081809
"2020-03-30","south_west",35.0631136044881,31.6491696765452,38.6371471402283
"2020-04-06","east_of_england",51.3447432762836,48.5482571011069,54.132835558188
"2020-04-06","england",42.7032848680668,41.7874908113026,43.624108608917
"2020-04-06","london",37.2394809280378,35.3810762462993,39.1363795712875
"2020-04-06","midlands",48.0332409972299,45.7350096685684,50.3398259863878
"2020-04-06","north_east_and_yorkshire",44.5652173913043,42.1182079598925,47.0388589716152
"2020-04-06","north_west",40.520260130065,38.3883308423811,42.6885537841654
"2020-04-06","south_east",42.2355588897224,39.6100227820604,44.9057177618777
"2020-04-06","south_west",36.3636363636364,32.8110406244121,40.0714790240105
"2020-04-13","east_of_england",45.3196347031963,42.0506962444544,48.629442867209
"2020-04-13","england",40.5859427496304,39.4753328408116,41.7062677647985
"2020-04-13","london",33.1804281345566,30.6811999627936,35.7781616436351
"2020-04-13","midlands",43.9481268011527,41.3573115567067,46.5723481803767
"2020-04-13","north_east_and_yorkshire",45.3976764968722,42.5012461046513,48.3255977751446
"2020-04-13","north_west",41.9596110695587,39.3411090117166,44.6241839328275
"2020-04-13","south_east",37.029702970297,34.1060495674611,40.051645630291
"2020-04-13","south_west",33.7468982630273,29.3031176149695,38.497607419365
"2020-04-20","east_of_england",40.7310704960835,37.3062591797262,44.2483845234685
"2020-04-20","england",37.4770136079441,36.1997151880288,38.7719922697044
"2020-04-20","london",33.3785617367707,30.0679785579764,36.8615180187943
"2020-04-20","midlands",43.7629937629938,40.6590318374327,46.9165688055008
"2020-04-20","north_east_and_yorkshire",40.0605449041372,37.0536923012174,43.1441574914995
"2020-04-20","north_west",32.0809248554913,29.3117901827015,34.9822013022329
"2020-04-20","south_east",35.2857142857143,31.8348207113653,38.8972244930819
"2020-04-20","south_west",33.6065573770492,27.974372771167,39.7469276195486
"2020-04-27","east_of_england",33.8652482269504,30.0803887159174,37.8684115745754
"2020-04-27","england",33.878447644618,32.4448828079759,35.342216174878
"2020-04-27","london",29.295154185022,25.2964386530458,33.6413123133587
"2020-04-27","midlands",39.7260273972603,36.2390238827732,43.3205937707382
"2020-04-27","north_east_and_yorkshire",34.5407503234153,31.272576059336,37.9618156835016
"2020-04-27","north_west",31.8471337579618,28.6832309966094,35.187836273857
"2020-04-27","south_east",32.6785714285714,28.9232975557169,36.6698675148755
"2020-04-27","south_west",32.034632034632,26.353470327827,38.3035368221021
"2020-05-04","east_of_england",32.1867321867322,27.8326316119087,36.8739487764929
"2020-05-04","england",33.9818417639429,32.3310378601687,35.6725007548825
"2020-05-04","london",26.007326007326,21.1621037811038,31.5183940901176
"2020-05-04","midlands",36.0703812316716,32.5536831150281,39.7431214078852
"2020-05-04","north_east_and_yorkshire",34.4178082191781,30.6776552014787,38.3616159712076
"2020-05-04","north_west",35.0086655112652,31.2274114134126,38.9882132854082
"2020-05-04","south_east",36.3861386138614,31.8433663947723,41.185368761758
"2020-05-04","south_west",31.8471337579618,25.0677484189837,39.4936274738179
"2020-05-11","east_of_england",32.5268817204301,27.9658824265471,37.4450649426147
"2020-05-11","england",31.793576326236,30.0859458148985,33.5516163675253
"2020-05-11","london",28.2608695652174,22.2510466251288,35.1598463149836
"2020-05-11","midlands",36.1769352290679,32.5274238958797,39.9932093675285
"2020-05-11","north_east_and_yorkshire",32.9218106995885,28.8920592896783,37.2194249444964
"2020-05-11","north_west",28.1350482315113,24.7438174737527,31.7946962078842
"2020-05-11","south_east",31.8181818181818,27.1710804394007,36.8578440079616
"2020-05-11","south_west",26.2295081967213,19.23544295298,34.6748179868255
"2020-05-18","east_of_england",34.020618556701,28.8169014181987,39.6407231058486
"2020-05-18","england",32.3376007586534,30.3749175087396,34.3645097260975
"2020-05-18","london",21.8045112781955,15.6325322185817,29.5595165608208
"2020-05-18","midlands",34.341252699784,30.1607505638739,38.7794544542729
"2020-05-18","north_east_and_yorkshire",41.3114754098361,35.9269666335812,46.9121249176698
"2020-05-18","north_west",30.0395256916996,26.2078089837355,34.1720313558001
"2020-05-18","south_east",27.0769230769231,22.5345297112005,32.1548818568084
"2020-05-18","south_west",33.7209302325581,24.6165485775778,44.2174392410278
"2020-05-25","east_of_england",27.5862068965517,21.8973053449347,34.1076462161129
"2020-05-25","england",28.9630512514899,26.8427655641487,31.179437046135
"2020-05-25","london",18.6915887850467,12.438473839722,27.1148298493025
"2020-05-25","midlands",29.1139240506329,24.8521557026657,33.7780226925601
"2020-05-25","north_east_and_yorkshire",32.8859060402685,27.7993056488141,38.40811979946
"2020-05-25","north_west",30.1546391752577,25.8010276370898,34.8973628641384
"2020-05-25","south_east",34.2105263157895,27.8375482739429,41.2093210774167
