"region","name","alpha_admission","alpha_D","alpha_death_hosp","alpha_H","beta1","beta10","beta11","beta12","beta13","beta14","beta15","beta16","beta17","beta18","beta19","beta2","beta20","beta21","beta22","beta23","beta24","beta25","beta26","beta27","beta28","beta29","beta3","beta30","beta31","beta32","beta33","beta34","beta35","beta36","beta4","beta5","beta6","beta7","beta8","beta9","mu_D","mu_D_2","mu_D_3","mu_D_4","mu_D_5","mu_gamma_H","mu_gamma_H_2","mu_gamma_H_3","mu_gamma_H_4","p_G_D","p_G_D_2","p_H","p_H_2","p_H_D","p_ICU","p_ICU_2","p_ICU_D","p_NC_15_24","p_NC_25_49","p_NC_50_64","p_NC_65_79","p_NC_80_plus","p_NC_weekend_15_24","p_NC_weekend_25_49","p_NC_weekend_50_64","p_NC_weekend_65_79","p_NC_weekend_80_plus","p_W_D","rel_p_D_alpha","rel_p_D_delta","rel_p_D_omicron","rel_p_H_alpha","rel_p_H_delta","rel_p_H_omicron","rel_p_ICU_alpha","rel_p_ICU_delta","rel_p_ICU_omicron","rho_pillar2_tests","seed_date_alpha","seed_date_delta","seed_date_omicron","start_date","ta_alpha","ta_delta","ta_omicron"
"north_west","alpha_admission",5.21816894304752e-06,-7.95123273462074e-06,7.71764341985678e-07,-3.65779918986961e-07,8.09072936454103e-08,6.11543044236134e-08,2.35813893332999e-08,7.13440635539665e-08,-7.79899325868505e-08,1.17629356134401e-07,1.45505880929602e-07,5.66772017315695e-08,4.39890894998175e-08,4.61182836774585e-08,8.76142413952522e-08,-4.67365901869428e-07,1.33381080267966e-08,8.13020170716443e-08,-2.22814383592585e-08,6.39547350674511e-08,9.80588729930355e-08,3.9946971144155e-08,7.53788423469031e-08,1.6187040554948e-07,-7.27840374904695e-08,3.00704330320814e-07,7.05656441043167e-08,7.28752205152603e-08,1.04722057251319e-07,2.56081044479811e-07,-4.88081413231364e-09,2.68370285152748e-07,2.8188568055725e-08,3.15027059127781e-07,1.1029258738612e-08,8.45922797869654e-09,-2.70721623544894e-08,6.19960345004978e-08,1.15234838736661e-08,-6.91613284650267e-08,-2.20940630283619e-06,1.88362011248158e-06,2.14092433515768e-06,2.41123294810619e-06,4.51238856985712e-06,2.88580251520523e-06,9.76187257247318e-07,-6.34436362621191e-07,-2.93392080242153e-07,1.47102674941318e-06,3.07962997094478e-07,-2.12284102357648e-06,-1.01276587682771e-07,-1.85509776534988e-06,-1.49231569448707e-07,1.23310230592362e-06,2.30981533811015e-06,2.71846667776519e-09,1.32551050589861e-08,2.1272345375798e-08,8.83837600598499e-09,1.77816501554198e-08,-1.69483022427195e-09,3.73167241726516e-09,-2.10913732676411e-09,8.95392611571751e-09,1.99861081934012e-08,6.82478128900813e-06,-1.26047301922004e-06,-4.81634988252898e-06,1.66812246586761e-06,-1.52684659237262e-06,9.68752061935811e-07,-1.84690962526941e-06,-2.21523501533504e-05,1.01007283917661e-05,-2.33036657976256e-06,-1.65296660833505e-08,-0.000110003845149796,4.94332243145911e-06,-1.46053399345422e-05,6.93399034880703e-06,-1.33770096493082e-06,3.23502529684466e-07,-2.02639833124049e-06
"north_west","alpha_D",-7.95123273462074e-06,0.000645329955023919,-2.26314217766604e-06,3.12331888760881e-06,2.57869102158961e-06,-4.65775355436013e-07,8.67918889491942e-07,-6.72459679141616e-07,-5.69100740739172e-07,2.2616721401668e-06,-1.87087575473069e-07,-5.1080097600649e-07,-4.87692381074521e-07,-6.84426756649524e-07,-3.60330675810773e-07,-1.00641439155673e-05,2.13135193967283e-07,-1.13529575313722e-06,1.42822326978767e-06,-2.0181923089719e-06,-4.99947782073982e-07,4.9074390738952e-09,-6.06395166527953e-07,3.43766572831538e-07,-8.58585371641704e-07,-6.63937526150929e-07,-1.31776788915968e-06,-5.04612321081518e-07,-3.86888956941525e-07,-9.81716739390222e-07,6.07980245087439e-07,-1.82196017484699e-06,-4.69544561715171e-07,3.3862160096078e-08,6.31886364680902e-07,-6.50711921887341e-07,1.77697796697546e-06,-1.63251163560626e-06,7.11798767474597e-07,3.67125890046486e-08,-1.45220196118265e-05,9.70236729740362e-07,7.34461918623455e-05,-4.33029835394304e-05,-3.44030361562487e-05,-2.21044333056009e-05,4.85340871551245e-06,-3.13226812361586e-06,1.79062508813826e-05,-4.50780778445034e-05,5.90422420282191e-06,1.95075206129856e-06,3.94795554409026e-05,6.92715529084984e-08,3.35559362962518e-05,-2.49802292026106e-05,5.17373455502951e-05,4.1694899059625e-08,-1.17955914088369e-07,-6.61026715340229e-08,-8.59320548215902e-08,1.0159505637665e-07,-4.42571408298951e-08,-1.26464394909668e-07,5.73280198192265e-08,-5.91303862674026e-08,-1.32914473831969e-07,-6.5621381975772e-05,-0.00019945022102892,0.000155895597099346,-4.34687720045824e-06,2.81631777544244e-05,-2.90979742991968e-05,-2.27529358235197e-05,0.000207920494895066,2.45428843051233e-05,-7.72497063745382e-07,-1.31507281915188e-07,0.00248558368914645,0.000353091417802539,0.000290764164388035,0.000299534245645469,2.03331288690914e-05,-5.73938871814857e-06,4.00034920998398e-06
"north_west","alpha_death_hosp",7.71764341985678e-07,-2.26314217766604e-06,1.20272606828101e-05,-1.9882034451436e-07,-6.63297264300001e-07,-1.7535841223793e-07,1.65862965098786e-07,3.2418462215494e-08,-9.79474549951204e-08,-1.39111899692078e-07,1.38451674311845e-07,1.79358888234757e-08,3.20354451880463e-08,5.30498655722396e-08,-1.52801455502871e-08,1.21264063975644e-06,8.56013091152846e-08,-1.20065195482567e-08,-1.47233769694414e-07,1.18819227119574e-07,2.10181686199095e-08,1.88954120635172e-08,9.31430371992246e-09,-9.80381585936438e-08,8.2488543771445e-08,-1.02953913216446e-08,1.49873627763494e-07,-6.5659444386046e-08,5.79386891366311e-09,-2.13672833291726e-07,-4.5165805984019e-08,-3.59974252604186e-08,-5.17851061944963e-08,-4.06689217485697e-07,-7.00905439005939e-08,-4.19584153313245e-08,1.2059025307772e-07,-6.15020345358729e-08,-8.07074614217227e-08,1.19111606068694e-07,4.74448087240287e-06,1.18915691446504e-05,6.03080170761496e-07,7.6201970855625e-06,1.45106031940658e-05,2.77323963961934e-05,-8.25812944811782e-06,2.73498094388764e-06,-2.87104529165842e-06,7.89705828773937e-07,5.48607245642506e-07,-2.07165374374342e-06,-1.78883079419219e-06,-1.08265616008105e-06,6.86489342969748e-06,4.73073221018615e-06,-2.24404587430208e-05,-5.0090835425937e-09,7.85718975083658e-09,-5.62997032469303e-09,-6.06647558340905e-09,-3.46845547262157e-08,1.60922619080605e-08,7.18460687941971e-09,-2.02821684826847e-08,-6.38969213102941e-09,3.75654615505832e-08,-1.01276913837679e-05,-5.25710273046735e-06,-3.14171102275556e-06,-9.51056936381172e-06,5.73608746614234e-06,2.65936250530302e-06,-6.63648651106001e-06,-5.73589085021303e-06,-3.90039553719178e-05,8.70090413274527e-07,1.52943716326726e-08,-0.000260864591183196,7.11940532638275e-06,8.11450738610543e-05,-0.000130378721951408,-2.34394955190911e-06,4.55965782266161e-07,4.84158724803176e-06
"north_west","alpha_H",-3.65779918986961e-07,3.12331888760881e-06,-1.9882034451436e-07,2.87509385500896e-06,9.56321967460341e-09,5.46308105762293e-08,-6.52133149959422e-08,-1.48512852066343e-07,4.76358996835491e-08,-9.85932759075383e-09,-6.58533855927633e-08,3.22326428875643e-08,-4.12689191303753e-08,9.44183234988553e-09,-6.57908822808831e-08,-1.00859596387391e-06,2.8158746864595e-08,5.95647928250669e-09,-3.54779277947366e-08,5.50450005567095e-08,-8.513387479145e-08,4.74879561285533e-08,-4.29575191676164e-08,-1.21781151435835e-08,-1.04630757209017e-08,-8.19253604353134e-08,-2.48967824540422e-08,3.3033312838447e-08,-9.83247866271434e-08,5.46019701989238e-08,-1.14918462043854e-07,5.86022242701981e-09,-9.22541657986698e-08,2.21087303628179e-07,-3.70997113242068e-08,-1.6669409609891e-08,2.10496043432046e-07,-1.76504874667535e-08,-1.17908634499401e-07,-1.78012481527779e-07,3.11336823925062e-06,3.20376438129841e-06,2.92156066832666e-06,-4.34377366588864e-07,2.22197237217246e-06,-1.13954465820299e-05,7.29894342449629e-07,3.19687209618755e-06,7.43898135544e-07,-6.58576683640173e-08,4.19322628395032e-07,7.68224430629128e-07,-1.56836202500016e-06,-9.50253861733531e-07,-1.7505380014285e-06,-6.98781087472494e-07,5.4639942897775e-06,-7.75436576721115e-09,-9.06431312148102e-09,-1.06771365027154e-09,-7.14591591800349e-10,2.01483748858641e-09,-1.52501126785892e-09,-4.99858267777391e-09,-3.84493528946861e-09,3.53354633651532e-09,-8.48132753998471e-09,6.13854142216919e-07,-7.3018188313543e-06,3.46217634024473e-06,-3.47778524691776e-06,-6.13206445133411e-07,1.59585393620603e-06,3.5158403006268e-06,-1.67514869322383e-05,1.78436004229818e-05,8.53543576096114e-07,-2.84177371768843e-08,-6.78070579781893e-05,-2.36680983055893e-05,-3.59352320645771e-06,-4.43914038288354e-05,-7.50804019645331e-07,-1.16342256889131e-07,1.07236682828422e-06
"north_west","beta1",8.09072936454103e-08,2.57869102158961e-06,-6.63297264300001e-07,9.56321967460341e-09,1.73302331362205e-06,3.45243004471662e-08,-4.80855378090321e-08,6.7768769726957e-08,-4.71214824237498e-08,4.20768703167265e-08,6.15472341174662e-08,-1.84805389083507e-08,1.59640228910129e-08,-8.28895268656453e-08,6.90615560413164e-08,-2.90142524626619e-06,-2.10513440657084e-08,6.24086779456043e-08,-8.98560920744229e-08,8.79599020447123e-08,1.79268918949273e-08,1.98828176248756e-08,-5.67626144236474e-09,8.8149974993152e-08,-4.85935802698989e-08,8.15412683723871e-08,6.10815816082636e-08,5.38019062729705e-09,3.63354830952236e-08,1.33724186661252e-07,-2.36117624538216e-08,1.22612265898539e-07,-8.91162452119871e-09,-4.82850683869486e-08,-2.06262954005702e-08,2.88245981800634e-08,-3.03246639083943e-08,3.63141601175738e-08,-4.40073643017885e-08,2.4559208237192e-08,2.15548508355251e-06,-9.55514997748404e-07,-8.00724638901493e-07,-2.14819137390305e-06,-4.71960589645339e-06,-1.12550971923187e-06,-2.84749913567106e-06,-4.17847696336998e-07,-9.97057304147781e-07,3.4416364541902e-08,-2.71582200094895e-07,-2.22602062196094e-07,8.279685844913e-07,-4.58456350327134e-07,-1.40411851775516e-06,-5.56034358761237e-07,4.35928623447424e-07,4.23316070334499e-09,2.83354408920231e-09,-1.52389708860495e-10,2.08301767300163e-10,-2.31770661856855e-08,-5.92161570418367e-09,2.53788353548452e-09,1.29094296610684e-09,-8.15975935694471e-10,1.06268856306498e-08,5.77778373713186e-07,3.18452227542152e-06,2.53000577053045e-06,3.23669823055801e-06,8.66648180272207e-07,-6.30141274286381e-07,-3.82356762474533e-07,-1.71994406838253e-06,2.11419361799542e-06,-1.46254641102562e-06,7.91303954146672e-10,6.16851732677403e-05,3.72722092785559e-06,-6.14323870884663e-06,0.000518282494477947,7.31804063692321e-07,-1.11289545780408e-06,-1.23919641255499e-06
"north_west","beta10",6.11543044236134e-08,-4.65775355436013e-07,-1.7535841223793e-07,5.46308105762293e-08,3.45243004471662e-08,1.52127260129031e-07,-1.53365085367078e-07,4.03099065186098e-08,-9.91873746522217e-09,2.34845930680774e-08,-2.70178602146089e-08,9.68628003839789e-09,7.23301690938997e-09,1.16024096372945e-08,1.29280978297675e-08,-1.07931960368458e-07,9.69723110799224e-09,1.54028511961339e-08,7.30630758323356e-09,5.91484890256976e-09,1.80094067404237e-08,1.46166084095669e-08,1.15816749098823e-08,2.62374089566994e-08,3.77582713995796e-08,5.64918259137493e-09,-4.44637318668012e-09,3.20006131965735e-08,2.07694037675801e-08,4.61940651350419e-08,4.06154770114799e-09,4.44002324116765e-08,-7.46023540647166e-11,6.78118579120395e-08,5.74614241117681e-09,-8.35454416769614e-09,3.62191047787584e-08,-4.21740591542765e-08,1.02652130634115e-07,-1.58146497260622e-07,1.98238281372059e-07,2.58927987737483e-07,-2.30829271283874e-07,3.329750113475e-07,-6.00920692248802e-07,-1.1161317689949e-06,-5.18377887206853e-07,2.106701899012e-07,1.18619335769436e-07,4.67930902614973e-08,-2.39609331065269e-08,-5.19530810837287e-07,-1.52846850925261e-07,-1.35544451543803e-07,-3.65186269168604e-07,-6.06047119317382e-07,1.59837800559521e-06,8.36083110547172e-10,1.19656875003606e-09,3.24593396827276e-09,3.27015131512064e-10,3.81299084390863e-09,8.1774808830002e-10,5.58043026056376e-10,9.05631893445835e-10,1.21784210321237e-09,-1.80553690818161e-09,-8.30485257085792e-07,-8.01129359213379e-07,-1.60399236924156e-07,1.12466695661336e-06,1.21538574469498e-06,-7.86912205028058e-07,2.03005207465371e-08,2.43869316690195e-06,5.74141638145693e-06,6.13370427283001e-07,3.92203600558509e-09,-4.44135665654775e-05,-5.33860164286519e-07,-1.29203763631973e-05,1.4586872141834e-06,-2.0112898208731e-07,-9.03982185616029e-08,-6.37881804244147e-07
"north_west","beta11",2.35813893332999e-08,8.67918889491942e-07,1.65862965098786e-07,-6.52133149959422e-08,-4.80855378090321e-08,-1.53365085367078e-07,4.01870780539666e-07,-2.19411870772031e-07,1.34358937758731e-07,-8.08571895041259e-08,1.05507285401133e-07,-7.99230851198225e-09,6.68825780052572e-09,2.9848696440293e-09,-7.38254793133149e-09,2.5640616100288e-07,5.49885500459639e-09,-3.12932196601099e-08,4.24015376503072e-08,2.79213249571385e-08,-1.84102212965536e-08,3.32721670154385e-08,-7.7602274622264e-09,5.28010698804953e-08,-3.50482264880866e-08,7.04136578020249e-08,-2.46482296159059e-09,4.2048507853873e-09,4.61567050583996e-08,1.6935772477857e-08,2.51935851615435e-08,2.50725058474781e-08,5.09750107303563e-08,1.17597186843321e-08,9.77830745331158e-10,2.71728962564405e-08,-3.47571580253913e-08,2.39698512569169e-08,-2.45606640278562e-08,1.31688074916e-07,-3.82388098335433e-07,6.49585969155187e-08,-1.36300634907099e-06,-1.45103704879821e-06,9.55395600660511e-07,2.55920021919658e-06,2.77938028445924e-07,-7.30300524408089e-07,-5.55824066995069e-07,2.21428307410487e-07,6.612711489821e-09,-1.31629478773087e-06,-4.80961069707942e-07,1.95439995015821e-07,-2.1515261060823e-08,-1.62535220204594e-07,3.50318790054974e-07,5.29568709609957e-09,4.07984058720066e-09,3.13296691753521e-09,4.45743512548167e-09,1.83839835362508e-08,2.08122588274826e-09,5.13497241776161e-09,5.3714740219576e-09,2.61248918028433e-09,1.25574276135274e-08,9.56935857088688e-07,1.64773577201347e-06,9.13652133111852e-09,-2.10830042043502e-06,-3.24638638824745e-07,9.16216017336268e-07,-1.10742314216198e-06,9.40572229240705e-06,-4.88691154043626e-06,-1.66644989490572e-06,-6.77945435233575e-09,4.30448776803398e-05,-1.33818616892348e-05,3.56558849239989e-06,-1.55494430739404e-05,8.54972107384373e-07,1.02824713245332e-07,-8.59437292513998e-07
"north_west","beta12",7.13440635539665e-08,-6.72459679141616e-07,3.2418462215494e-08,-1.48512852066343e-07,6.7768769726957e-08,4.03099065186098e-08,-2.19411870772031e-07,2.93869485599135e-07,-2.07905604623182e-07,1.60967548114185e-07,-9.3460899225264e-08,2.46938863671215e-08,1.66267273626858e-08,1.39927358618534e-08,3.13173363410734e-08,-4.00243197848451e-08,1.06247095400369e-08,4.44207066955085e-08,-2.61630953972199e-08,1.17137852401932e-08,3.77997265082256e-08,-1.69373772045267e-09,4.11071309403187e-08,-2.70670459866074e-08,8.58857328820939e-08,-5.15369750582497e-10,6.39008787686674e-09,1.62256808214994e-08,2.60115910837302e-08,2.80681103268969e-08,-2.95349126659206e-09,1.97957228332788e-08,-1.86401148028058e-09,-3.0750561531077e-08,9.65353030033852e-09,-1.78426475286626e-08,3.07549210703719e-08,-6.62004550070519e-09,-1.92156081441057e-09,-5.33084805399151e-09,1.11708436683617e-06,1.06514930099886e-06,2.4700133994335e-07,6.33035917272236e-07,-5.84659909627442e-07,2.11376202424496e-06,-9.3226584598564e-07,1.30571876571369e-06,-2.06803920538287e-07,-5.09286429492347e-09,-8.32363311644438e-08,-5.96696343609764e-07,6.29252658091662e-08,-6.0582447806017e-07,-2.91733503258017e-08,4.3559192658215e-07,-1.76892435741045e-06,-2.47104410605865e-09,3.24235429936832e-09,2.09848026052504e-09,2.35461207681536e-10,-1.63559979675957e-08,2.75774667418108e-10,-3.31940206918228e-10,-2.16231916515802e-09,-2.42754158717474e-11,-3.58409016860656e-09,-1.30969017061259e-06,1.67455907857226e-06,-2.85390532069048e-07,6.89471342531389e-07,2.12110317534689e-06,-7.24523318253538e-07,-3.91105876409169e-07,-9.93226448506527e-06,4.14647684312637e-06,1.21071719859762e-06,1.04750298686705e-08,-4.10175686416933e-05,1.42368552286373e-05,5.02602692174667e-06,2.07490565761813e-05,-9.25077823381428e-07,5.95893246901761e-08,5.49202648102496e-08
"north_west","beta13",-7.79899325868505e-08,-5.69100740739172e-07,-9.79474549951204e-08,4.76358996835491e-08,-4.71214824237498e-08,-9.91873746522217e-09,1.34358937758731e-07,-2.07905604623182e-07,2.38085074350057e-07,-2.26436044514443e-07,1.46442830637578e-07,-1.0557916693745e-08,-6.5048504461205e-13,1.80051257558901e-08,-1.3627434928009e-08,1.53770373756239e-07,7.62542589364811e-09,-2.40922854889425e-08,4.51541552764968e-08,-1.31199413502087e-08,-8.62490889468119e-09,2.65041087191458e-08,-1.89576209412249e-09,4.44736542946459e-08,-2.69367024549692e-08,5.30224718073901e-08,-9.724894095295e-09,1.59642891693933e-09,5.20785730117514e-08,7.58910956903766e-09,3.22114203466484e-08,2.47246237239033e-08,4.53540734547299e-08,3.39196697144875e-08,7.74053599617164e-09,5.37616922857233e-09,5.8320613784063e-09,-1.7246503150788e-10,2.60486434928824e-08,6.29518514612051e-09,-1.1040991279768e-06,7.13969726178888e-09,5.70213899280641e-09,9.92643102012056e-08,1.05681026777337e-06,-1.50418630202344e-06,1.07600300472457e-06,-7.80434494244122e-07,2.46541568068688e-07,1.26759744266385e-07,9.19417393224638e-08,-1.16546356934291e-06,-3.02098283764049e-07,3.04587811573661e-07,-1.16385408791759e-07,2.45984792695592e-08,3.93040596386079e-07,4.78797339348428e-09,2.54808377744521e-09,3.36488680272195e-09,4.10985380606515e-09,1.74378350661728e-08,3.36035956759244e-09,4.86738273545018e-09,3.13143392488761e-09,2.51472415140535e-09,6.95881837746165e-09,1.00064862386447e-06,-3.29352100155695e-06,3.87924430808049e-07,-7.0150725048703e-07,-8.69519195551539e-08,-2.03654798442576e-10,-8.59974658107665e-07,6.1144134389314e-06,-5.22388500429349e-06,-9.14940246055737e-08,-4.59846399313446e-09,3.97539132706941e-05,-8.43585366907743e-06,-7.22483922252115e-06,-2.03772595685039e-05,8.17142401358687e-07,8.09574215606176e-08,-1.07304783147551e-06
"north_west","beta14",1.17629356134401e-07,2.2616721401668e-06,-1.39111899692078e-07,-9.85932759075383e-09,4.20768703167265e-08,2.34845930680774e-08,-8.08571895041259e-08,1.60967548114185e-07,-2.26436044514443e-07,5.71844521116342e-07,-4.80418581133511e-07,3.98934649359363e-08,-8.1311517271633e-09,1.12495311179685e-08,2.94701457125778e-08,-6.951115964417e-08,1.02943405746563e-08,3.6238840310152e-09,3.15119523246484e-08,1.37125683777396e-08,1.70585047304476e-08,1.07632234327063e-08,2.60246678365152e-08,5.82936808398317e-08,1.86931658702372e-08,7.41558235692093e-09,-1.09407684170653e-08,6.84040194603215e-08,3.56040511680209e-09,6.22028597027531e-08,-8.93250225197576e-09,-8.66995610070392e-09,4.4754308577006e-08,-9.912243794616e-08,2.46272221158227e-09,2.39073015139184e-08,-6.36652660971901e-08,8.20471690499295e-08,-6.18459871410887e-08,2.02923903061624e-08,4.49901409936881e-07,-6.1761450072071e-07,-2.53775633703619e-06,-1.82495155654512e-06,-3.10756647565726e-06,1.16691599835669e-06,-1.21603314688159e-06,-4.84390782481384e-07,-1.5528393195528e-07,-6.15758969425812e-07,-2.59112667765877e-07,-3.98743034168188e-07,2.12975191619331e-07,-2.52625832489363e-07,-4.43214294092252e-07,-6.66195702958629e-07,2.03912028143189e-06,3.78304824175238e-09,4.0941622561841e-09,5.39811318303894e-09,-4.63070208954995e-11,4.58720108609413e-09,-1.11208102367596e-09,-1.00902716723498e-09,5.01171568541246e-09,1.01400620436918e-09,9.73845703810406e-10,-3.63766813295492e-06,7.62390628642201e-06,-1.47124775847715e-06,1.60590809285352e-06,7.27097342194161e-08,2.33582136619949e-07,6.49045879777593e-07,2.58789609738985e-06,8.04912705645726e-06,-2.50496285916013e-07,-4.07073810189409e-09,4.95879659810101e-05,3.16643261201543e-06,2.94928894079204e-06,6.07258353994996e-07,1.48924906691614e-07,-2.61953308081115e-07,-3.98578148167968e-07
